article_id,current_slug,proposed_slug,current_url,proposed_url,problem_type,collision_status,redirect_required
0953f806-4b04-4302-bf4c-1de424df3947,crypto-platforms-lose-over-3-63-billion-to-cyberattacks-despite-security-mu1p1xhj,crypto-platforms-lose-over-3-63-billion-to-cyberattacks-despite-security,https://www.tradeflock.net/news/crypto-platforms-lose-over-3-63-billion-to-cyberattacks-despite-security-mu1p1xhj,https://www.tradeflock.net/news/crypto-platforms-lose-over-3-63-billion-to-cyberattacks-despite-security,content_key_suffix,OK,yes
024c4c28-2934-449d-96ba-e68f4fefd8e2,dell-skyworks-solutions-and-gamestop-move-midday-on-quiet-trading-tape-mtx88v3t,dell-skyworks-solutions-and-gamestop-move-midday-on-quiet-trading-tape,https://www.tradeflock.net/news/dell-skyworks-solutions-and-gamestop-move-midday-on-quiet-trading-tape-mtx88v3t,https://www.tradeflock.net/news/dell-skyworks-solutions-and-gamestop-move-midday-on-quiet-trading-tape,content_key_suffix,OK,yes
04ffbf24-8ef6-4415-804b-2ab6abf63b27,delos-data-closes-over-100-million-to-scale-nonstop-ai-infrastructure-mu2srrcz,delos-data-closes-over-100-million-to-scale-nonstop-ai-infrastructure,https://www.tradeflock.net/news/delos-data-closes-over-100-million-to-scale-nonstop-ai-infrastructure-mu2srrcz,https://www.tradeflock.net/news/delos-data-closes-over-100-million-to-scale-nonstop-ai-infrastructure,content_key_suffix,OK,yes
5f2f416a-1b48-4b8a-91c0-3d6650cb8b2e,democrats-hold-slight-edge-in-u-s-senate-control-among-prediction-market-mu4985j8,democrats-hold-slight-edge-in-u-s-senate-control-among-prediction-market,https://www.tradeflock.net/news/democrats-hold-slight-edge-in-u-s-senate-control-among-prediction-market-mu4985j8,https://www.tradeflock.net/news/democrats-hold-slight-edge-in-u-s-senate-control-among-prediction-market,content_key_suffix,OK,yes
a1cb0422-be28-427f-abe3-44104d1e924c,dun-bradstreet-investors-face-lead-plaintiff-deadline-following-securiti-mu2zmkt7,dun-bradstreet-investors-face-lead-plaintiff-deadline-following-securiti,https://www.tradeflock.net/news/dun-bradstreet-investors-face-lead-plaintiff-deadline-following-securiti-mu2zmkt7,https://www.tradeflock.net/news/dun-bradstreet-investors-face-lead-plaintiff-deadline-following-securiti,content_key_suffix,OK,yes
e4d11dfb-fff4-4006-99ec-80b00ae59123,elon-musk-threatens-to-sue-alex-gibney-over-documentary-s-space-lasers-c-mtx458kh,elon-musk-threatens-to-sue-alex-gibney-over-documentary-s-space-lasers-c,https://www.tradeflock.net/news/elon-musk-threatens-to-sue-alex-gibney-over-documentary-s-space-lasers-c-mtx458kh,https://www.tradeflock.net/news/elon-musk-threatens-to-sue-alex-gibney-over-documentary-s-space-lasers-c,content_key_suffix,OK,yes
3304bf6f-45aa-4954-8974-4d792b3de624,enova-withdraws-bank-regulatory-applications-accelerates-share-repurchas-mu1oh3rb,enova-withdraws-bank-regulatory-applications-accelerates-share-repurchas,https://www.tradeflock.net/news/enova-withdraws-bank-regulatory-applications-accelerates-share-repurchas-mu1oh3rb,https://www.tradeflock.net/news/enova-withdraws-bank-regulatory-applications-accelerates-share-repurchas,content_key_suffix,OK,yes
d716d0ed-92b7-4d7e-8d75-375c116a5529,enterprise-ai-budgets-shift-from-pilots-to-reserved-clou-70bmmu,enterprise-ai-budgets-shift-from-pilots-to-reserved-clou,https://www.tradeflock.net/news/enterprise-ai-budgets-shift-from-pilots-to-reserved-clou-70bmmu,https://www.tradeflock.net/news/enterprise-ai-budgets-shift-from-pilots-to-reserved-clou,content_key_suffix,OK,yes
2e0d69c0-c3d2-48ac-a402-66dbe9477071,equipmentshare-com-inc-shareholders-face-lead-plaintiff-deadline-in-secu-mtxdfq3c,equipmentshare-com-inc-shareholders-face-lead-plaintiff-deadline-in-secu,https://www.tradeflock.net/news/equipmentshare-com-inc-shareholders-face-lead-plaintiff-deadline-in-secu-mtxdfq3c,https://www.tradeflock.net/news/equipmentshare-com-inc-shareholders-face-lead-plaintiff-deadline-in-secu,content_key_suffix,OK,yes
c95d4688-9d82-4a34-9672-e7db166b756b,euro-zone-inflation-breaches-3-on-iran-war-energy-shock-signaling-ecb-ra-mu1s60f8,euro-zone-inflation-breaches-3-on-iran-war-energy-shock-signaling-ecb-ra,https://www.tradeflock.net/news/euro-zone-inflation-breaches-3-on-iran-war-energy-shock-signaling-ecb-ra-mu1s60f8,https://www.tradeflock.net/news/euro-zone-inflation-breaches-3-on-iran-war-energy-shock-signaling-ecb-ra,content_key_suffix,OK,yes
e295cf9a-b84b-4056-a2f8-7489d913adea,farm-aid-2026-sets-virginia-beach-festival-date-for-september-mu4gmb49,farm-aid-2026-sets-virginia-beach-festival-date-for-september,https://www.tradeflock.net/news/farm-aid-2026-sets-virginia-beach-festival-date-for-september-mu4gmb49,https://www.tradeflock.net/news/farm-aid-2026-sets-virginia-beach-festival-date-for-september,content_key_suffix,OK,yes
298b8f5c-f738-4ea9-b027-5f617ee5edfb,fed-chair-warsh-faces-credibility-test-this-week-as-white-house-policies-mu1jkr1s,fed-chair-warsh-faces-credibility-test-this-week-as-white-house-policies,https://www.tradeflock.net/news/fed-chair-warsh-faces-credibility-test-this-week-as-white-house-policies-mu1jkr1s,https://www.tradeflock.net/news/fed-chair-warsh-faces-credibility-test-this-week-as-white-house-policies,content_key_suffix,OK,yes
1694b41b-a811-4308-9713-8f668f346d23,fed-chairman-warsh-signals-inflation-focus-and-advocates-for-a-quieter-c-mu2p11oh,fed-chairman-warsh-signals-inflation-focus-and-advocates-for-a-quieter-c,https://www.tradeflock.net/news/fed-chairman-warsh-signals-inflation-focus-and-advocates-for-a-quieter-c-mu2p11oh,https://www.tradeflock.net/news/fed-chairman-warsh-signals-inflation-focus-and-advocates-for-a-quieter-c,content_key_suffix,OK,yes
538f6c90-a295-40be-89b5-a5a9082637ff,fed-governor-waller-signals-support-for-holding-interest-rates-steady-at-mu1ltfx0,fed-governor-waller-signals-support-for-holding-interest-rates-steady-at,https://www.tradeflock.net/news/fed-governor-waller-signals-support-for-holding-interest-rates-steady-at-mu1ltfx0,https://www.tradeflock.net/news/fed-governor-waller-signals-support-for-holding-interest-rates-steady-at,content_key_suffix,OK,yes
96167078-7d98-43bb-9acc-7748b7c1249c,fed-interest-rate-hike-probability-jumps-to-70-ahead-of-policy-meeting-mtwvxxc4,fed-interest-rate-hike-probability-jumps-to-70-ahead-of-policy-meeting,https://www.tradeflock.net/news/fed-interest-rate-hike-probability-jumps-to-70-ahead-of-policy-meeting-mtwvxxc4,https://www.tradeflock.net/news/fed-interest-rate-hike-probability-jumps-to-70-ahead-of-policy-meeting,content_key_suffix,OK,yes
50a5eaa5-c2c6-424b-9fec-a80578c5958c,fed-officials-split-over-whether-financial-conditions-ar-79dxi5,fed-officials-split-over-whether-financial-conditions-ar,https://www.tradeflock.net/news/fed-officials-split-over-whether-financial-conditions-ar-79dxi5,https://www.tradeflock.net/news/fed-officials-split-over-whether-financial-conditions-ar,content_key_suffix,OK,yes
77eb57e6-e085-4ac2-8e0f-d1b0f1d6e668,fed-policy-path-clarity-act-senate-defeat-and-ford-truck-pricing-shape-m-mu44jpfh,fed-policy-path-clarity-act-senate-defeat-and-ford-truck-pricing-shape-m,https://www.tradeflock.net/news/fed-policy-path-clarity-act-senate-defeat-and-ford-truck-pricing-shape-m-mu44jpfh,https://www.tradeflock.net/news/fed-policy-path-clarity-act-senate-defeat-and-ford-truck-pricing-shape-m,content_key_suffix,OK,yes
42c998bb-c6b0-4897-b023-3e182f7b97df,fed-raises-interest-rates-for-first-time-in-more-than-three-years-mu4kxprz,fed-raises-interest-rates-for-first-time-in-more-than-three-years,https://www.tradeflock.net/news/fed-raises-interest-rates-for-first-time-in-more-than-three-years-mu4kxprz,https://www.tradeflock.net/news/fed-raises-interest-rates-for-first-time-in-more-than-three-years,content_key_suffix,OK,yes
0d2d8927-bc6f-435e-8fb1-f035b20451f0,federal-agencies-seek-comment-on-third-party-risk-management-and-core-se-mtx1ccpo,federal-agencies-seek-comment-on-third-party-risk-management-and-core-se,https://www.tradeflock.net/news/federal-agencies-seek-comment-on-third-party-risk-management-and-core-se-mtx1ccpo,https://www.tradeflock.net/news/federal-agencies-seek-comment-on-third-party-risk-management-and-core-se,content_key_suffix,OK,yes
ff2cd5a3-04d4-4e49-93c8-1f736e18ded3,federal-bank-regulators-issue-joint-statement-on-handling-of-highly-sens-mu34ypc3,federal-bank-regulators-issue-joint-statement-on-handling-of-highly-sens,https://www.tradeflock.net/news/federal-bank-regulators-issue-joint-statement-on-handling-of-highly-sens-mu34ypc3,https://www.tradeflock.net/news/federal-bank-regulators-issue-joint-statement-on-handling-of-highly-sens,content_key_suffix,OK,yes
bf80e31e-76aa-4a82-ab7e-c4980b6a3ef8,federal-open-market-committee-issues-policy-statement-redlines-under-war-mu4fsp12,federal-open-market-committee-issues-policy-statement-redlines-under-war,https://www.tradeflock.net/news/federal-open-market-committee-issues-policy-statement-redlines-under-war-mu4fsp12,https://www.tradeflock.net/news/federal-open-market-committee-issues-policy-statement-redlines-under-war,content_key_suffix,OK,yes
310c9605-d79e-4e46-a2f2-230878556b4f,federal-reserve-approves-interest-rate-hike-and-signals-one-more-increas-mu4f478e,federal-reserve-approves-interest-rate-hike-and-signals-one-more-increas,https://www.tradeflock.net/news/federal-reserve-approves-interest-rate-hike-and-signals-one-more-increas-mu4f478e,https://www.tradeflock.net/news/federal-reserve-approves-interest-rate-hike-and-signals-one-more-increas,content_key_suffix,OK,yes
6c7cdc13-14de-4050-8307-4a447a40f09c,federal-reserve-board-issues-enforcement-actions-against-former-employee-mu2wy9u7,federal-reserve-board-issues-enforcement-actions-against-former-employee,https://www.tradeflock.net/news/federal-reserve-board-issues-enforcement-actions-against-former-employee-mu2wy9u7,https://www.tradeflock.net/news/federal-reserve-board-issues-enforcement-actions-against-former-employee,content_key_suffix,OK,yes
bfa822ff-0830-44d1-b31e-b359abb2e8cb,federal-reserve-board-requests-comment-on-modernization-rules-for-mutual-mu3097f8,federal-reserve-board-requests-comment-on-modernization-rules-for-mutual,https://www.tradeflock.net/news/federal-reserve-board-requests-comment-on-modernization-rules-for-mutual-mu3097f8,https://www.tradeflock.net/news/federal-reserve-board-requests-comment-on-modernization-rules-for-mutual,content_key_suffix,OK,yes
8c2a5d82-11e0-4871-ac12-b8f7964f246b,federal-reserve-issues-enforcement-action-against-former-employee-of-ban-mu2qfvln,federal-reserve-issues-enforcement-action-against-former-employee-of-ban,https://www.tradeflock.net/news/federal-reserve-issues-enforcement-action-against-former-employee-of-ban-mu2qfvln,https://www.tradeflock.net/news/federal-reserve-issues-enforcement-action-against-former-employee-of-ban,content_key_suffix,OK,yes
1c75dd1e-4995-4921-ab8c-9b1414f9ef1a,federal-reserve-issues-enforcement-action-against-iuka-bancshares-and-th-mu32sp7x,federal-reserve-issues-enforcement-action-against-iuka-bancshares-and-th,https://www.tradeflock.net/news/federal-reserve-issues-enforcement-action-against-iuka-bancshares-and-th-mu32sp7x,https://www.tradeflock.net/news/federal-reserve-issues-enforcement-action-against-iuka-bancshares-and-th,content_key_suffix,OK,yes
c0704952-fb56-4e0e-9465-6be03251174f,federal-reserve-officials-weigh-inflation-against-labor-softening-in-jul-mu2yhk7r,federal-reserve-officials-weigh-inflation-against-labor-softening-in-jul,https://www.tradeflock.net/news/federal-reserve-officials-weigh-inflation-against-labor-softening-in-jul-mu2yhk7r,https://www.tradeflock.net/news/federal-reserve-officials-weigh-inflation-against-labor-softening-in-jul,content_key_suffix,OK,yes
ff59144e-e7c7-4a69-8864-dd418356decb,federal-reserve-proposes-modernization-of-insider-lending-rules-under-re-mu31q30u,federal-reserve-proposes-modernization-of-insider-lending-rules-under-re,https://www.tradeflock.net/news/federal-reserve-proposes-modernization-of-insider-lending-rules-under-re-mu31q30u,https://www.tradeflock.net/news/federal-reserve-proposes-modernization-of-insider-lending-rules-under-re,content_key_suffix,OK,yes
17eaec60-360d-46a1-8a0e-ab93e45e97a7,federal-reserve-releases-minutes-from-july-discount-rate-meetings-mu2rolno,federal-reserve-releases-minutes-from-july-discount-rate-meetings,https://www.tradeflock.net/news/federal-reserve-releases-minutes-from-july-discount-rate-meetings-mu2rolno,https://www.tradeflock.net/news/federal-reserve-releases-minutes-from-july-discount-rate-meetings,content_key_suffix,OK,yes
7db3172a-ae6b-483e-a2dc-65c34ff1dd47,firstservice-residential-texas-communities-raise-over-56-000-for-25th-an-mu1ucmit,firstservice-residential-texas-communities-raise-over-56-000-for-25th-an,https://www.tradeflock.net/news/firstservice-residential-texas-communities-raise-over-56-000-for-25th-an-mu1ucmit,https://www.tradeflock.net/news/firstservice-residential-texas-communities-raise-over-56-000-for-25th-an,content_key_suffix,OK,yes
0d6dfa4d-5bff-42aa-826f-64b622f63f5f,five-below-stock-undervalued-by-wall-street-after-beat-and-raise-quarter-mtx4ybrl,five-below-stock-undervalued-by-wall-street-after-beat-and-raise-quarter,https://www.tradeflock.net/news/five-below-stock-undervalued-by-wall-street-after-beat-and-raise-quarter-mtx4ybrl,https://www.tradeflock.net/news/five-below-stock-undervalued-by-wall-street-after-beat-and-raise-quarter,content_key_suffix,OK,yes
4cbb9e14-567d-41aa-9b71-337b66ffee9a,flyusa-launches-100-million-jet-card-recovery-program-for-private-flyers-mu4i7w71,flyusa-launches-100-million-jet-card-recovery-program-for-private-flyers,https://www.tradeflock.net/news/flyusa-launches-100-million-jet-card-recovery-program-for-private-flyers-mu4i7w71,https://www.tradeflock.net/news/flyusa-launches-100-million-jet-card-recovery-program-for-private-flyers,content_key_suffix,OK,yes
2261314f-9620-492a-b6f8-ee323458eee5,former-spotify-executive-launches-a-vinyl-bar-in-shibuya-a-startup-shunn-mu1bnw3a,former-spotify-executive-launches-a-vinyl-bar-in-shibuya-a-startup-shunn,https://www.tradeflock.net/news/former-spotify-executive-launches-a-vinyl-bar-in-shibuya-a-startup-shunn-mu1bnw3a,https://www.tradeflock.net/news/former-spotify-executive-launches-a-vinyl-bar-in-shibuya-a-startup-shunn,content_key_suffix,OK,yes
3b887896-cd85-4e08-a590-09a01637aeeb,fortell-raises-163m-from-founders-fund-and-others-to-deploy-ai-in-hearin-mu4eel38,fortell-raises-163m-from-founders-fund-and-others-to-deploy-ai-in-hearin,https://www.tradeflock.net/news/fortell-raises-163m-from-founders-fund-and-others-to-deploy-ai-in-hearin-mu4eel38,https://www.tradeflock.net/news/fortell-raises-163m-from-founders-fund-and-others-to-deploy-ai-in-hearin,content_key_suffix,OK,yes
da09127c-6be0-463c-aead-b46296269a05,ftc-eyes-exclusive-cloud-training-contracts-as-a-potenti-3gv0ux,ftc-eyes-exclusive-cloud-training-contracts-as-a-potenti,https://www.tradeflock.net/news/ftc-eyes-exclusive-cloud-training-contracts-as-a-potenti-3gv0ux,https://www.tradeflock.net/news/ftc-eyes-exclusive-cloud-training-contracts-as-a-potenti,content_key_suffix,OK,yes
a3c7973b-b355-4620-8a2d-f8f35ad21e88,ftc-s-app-store-remedy-begins-to-bite-as-platforms-recal-8sjz6x,ftc-s-app-store-remedy-begins-to-bite-as-platforms-recal,https://www.tradeflock.net/news/ftc-s-app-store-remedy-begins-to-bite-as-platforms-recal-8sjz6x,https://www.tradeflock.net/news/ftc-s-app-store-remedy-begins-to-bite-as-platforms-recal,content_key_suffix,OK,yes
a2bd49f9-c98b-4776-a91f-030a00c6a429,gender-wage-gap-narrows-amid-affordability-crisis-but-black-and-latina-w-mu4dy2gt,gender-wage-gap-narrows-amid-affordability-crisis-but-black-and-latina-w,https://www.tradeflock.net/news/gender-wage-gap-narrows-amid-affordability-crisis-but-black-and-latina-w-mu4dy2gt,https://www.tradeflock.net/news/gender-wage-gap-narrows-amid-affordability-crisis-but-black-and-latina-w,content_key_suffix,OK,yes
4dc3815a-c7ac-4bf5-ade6-9dc3a6a51299,globee-awards-opens-nominations-for-the-23rd-annual-cybersecurity-awards-mu46j6cg,globee-awards-opens-nominations-for-the-23rd-annual-cybersecurity-awards,https://www.tradeflock.net/news/globee-awards-opens-nominations-for-the-23rd-annual-cybersecurity-awards-mu46j6cg,https://www.tradeflock.net/news/globee-awards-opens-nominations-for-the-23rd-annual-cybersecurity-awards,content_key_suffix,OK,yes
a7292008-edd2-4982-8ce9-20d8933b79ff,gold-holds-bid-as-real-yields-rise-breaking-a-relationsh-ce4vxw,gold-holds-bid-as-real-yields-rise-breaking-a-relationsh,https://www.tradeflock.net/news/gold-holds-bid-as-real-yields-rise-breaking-a-relationsh-ce4vxw,https://www.tradeflock.net/news/gold-holds-bid-as-real-yields-rise-breaking-a-relationsh,content_key_suffix,OK,yes
b19a39f6-316c-4cfa-855f-e29565a04bc4,google-opens-google-home-to-third-party-ai-agents-via-model-context-prot-mu4dy5u4,google-opens-google-home-to-third-party-ai-agents-via-model-context-prot,https://www.tradeflock.net/news/google-opens-google-home-to-third-party-ai-agents-via-model-context-prot-mu4dy5u4,https://www.tradeflock.net/news/google-opens-google-home-to-third-party-ai-agents-via-model-context-prot,content_key_suffix,OK,yes
dff2f0d2-ca6b-4ca2-9a07-60bcf8ea0092,google-says-some-pixel-phone-owners-were-hacked-in-zero-day-attacks-mu4kide5,google-says-some-pixel-phone-owners-were-hacked-in-zero-day-attacks,https://www.tradeflock.net/news/google-says-some-pixel-phone-owners-were-hacked-in-zero-day-attacks-mu4kide5,https://www.tradeflock.net/news/google-says-some-pixel-phone-owners-were-hacked-in-zero-day-attacks,content_key_suffix,OK,yes
932757cd-2ddc-436c-a21f-adc11d6ffd39,hbm-allocations-become-a-board-level-item-as-memory-make-5v8ibm,hbm-allocations-become-a-board-level-item-as-memory-make,https://www.tradeflock.net/news/hbm-allocations-become-a-board-level-item-as-memory-make-5v8ibm,https://www.tradeflock.net/news/hbm-allocations-become-a-board-level-item-as-memory-make,content_key_suffix,OK,yes
dc1aef84-a2b1-45dd-95ca-6a28d50c485c,heeney-capital-signs-landmark-gold-mining-agreement-to-develop-major-gol-mu4nlv7i,heeney-capital-signs-landmark-gold-mining-agreement-to-develop-major-gol,https://www.tradeflock.net/news/heeney-capital-signs-landmark-gold-mining-agreement-to-develop-major-gol-mu4nlv7i,https://www.tradeflock.net/news/heeney-capital-signs-landmark-gold-mining-agreement-to-develop-major-gol,content_key_suffix,OK,yes
b196c6a9-d7bc-4ffe-b6df-0f9303597668,heritage-insurance-cfo-kirk-lusk-to-present-at-sidoti-small-cap-conferen-mu5fhst3,heritage-insurance-cfo-kirk-lusk-to-present-at-sidoti-small-cap-conferen,https://www.tradeflock.net/news/heritage-insurance-cfo-kirk-lusk-to-present-at-sidoti-small-cap-conferen-mu5fhst3,https://www.tradeflock.net/news/heritage-insurance-cfo-kirk-lusk-to-present-at-sidoti-small-cap-conferen,content_key_suffix,OK,yes
d5ef85ee-e1a6-46f5-8aab-e0cd51183c71,home-buyers-and-sellers-face-rising-transaction-friction-from-real-estat-mu2r38e0,home-buyers-and-sellers-face-rising-transaction-friction-from-real-estat,https://www.tradeflock.net/news/home-buyers-and-sellers-face-rising-transaction-friction-from-real-estat-mu2r38e0,https://www.tradeflock.net/news/home-buyers-and-sellers-face-rising-transaction-friction-from-real-estat,content_key_suffix,OK,yes
dce7d367-96f6-42d3-975d-3176852dff97,how-hedge-fund-manager-brian-kelly-built-bracket22-to-run-entirely-on-ai-mu1h6qi8,how-hedge-fund-manager-brian-kelly-built-bracket22-to-run-entirely-on-ai,https://www.tradeflock.net/news/how-hedge-fund-manager-brian-kelly-built-bracket22-to-run-entirely-on-ai-mu1h6qi8,https://www.tradeflock.net/news/how-hedge-fund-manager-brian-kelly-built-bracket22-to-run-entirely-on-ai,content_key_suffix,OK,yes
02c17ef9-e3fd-4807-9245-20c5abb2e1e9,huawei-outlines-10-strategic-directions-in-intelligent-world-2035-report-mu5h1asb,huawei-outlines-10-strategic-directions-in-intelligent-world-2035-report,https://www.tradeflock.net/news/huawei-outlines-10-strategic-directions-in-intelligent-world-2035-report-mu5h1asb,https://www.tradeflock.net/news/huawei-outlines-10-strategic-directions-in-intelligent-world-2035-report,content_key_suffix,OK,yes
3a05c713-c747-4fb8-8825-722fbc711d74,hyperscalers-sign-long-term-power-pacts-with-nuclear-ope-fod6cc,hyperscalers-sign-long-term-power-pacts-with-nuclear-ope,https://www.tradeflock.net/news/hyperscalers-sign-long-term-power-pacts-with-nuclear-ope-fod6cc,https://www.tradeflock.net/news/hyperscalers-sign-long-term-power-pacts-with-nuclear-ope,content_key_suffix,OK,yes
902c16ed-92f6-4a00-9a43-7fcca04d8281,india-ends-free-ride-for-larger-transactions-on-its-digital-payments-net-mu2rog3v,india-ends-free-ride-for-larger-transactions-on-its-digital-payments-net,https://www.tradeflock.net/news/india-ends-free-ride-for-larger-transactions-on-its-digital-payments-net-mu2rog3v,https://www.tradeflock.net/news/india-ends-free-ride-for-larger-transactions-on-its-digital-payments-net,content_key_suffix,OK,yes
74202885-58e4-45cf-be83-b03cf83d39cb,indonesia-names-nazara-finance-minister-following-purbaya-dismissal-mu418bv9,indonesia-names-nazara-finance-minister-following-purbaya-dismissal,https://www.tradeflock.net/news/indonesia-names-nazara-finance-minister-following-purbaya-dismissal-mu418bv9,https://www.tradeflock.net/news/indonesia-names-nazara-finance-minister-following-purbaya-dismissal,content_key_suffix,OK,yes
8585c836-96a4-446b-b200-854202047e94,inflation-outpaces-wage-growth-in-august-squeezing-american-paychecks-mu1ewdrv,inflation-outpaces-wage-growth-in-august-squeezing-american-paychecks,https://www.tradeflock.net/news/inflation-outpaces-wage-growth-in-august-squeezing-american-paychecks-mu1ewdrv,https://www.tradeflock.net/news/inflation-outpaces-wage-growth-in-august-squeezing-american-paychecks,content_key_suffix,OK,yes
9cf6b861-1184-424a-adf7-bc99aa0aa96a,info-tech-research-group-names-six-ai-code-generation-solutions-as-champ-mu4imu36,info-tech-research-group-names-six-ai-code-generation-solutions-as-champ,https://www.tradeflock.net/news/info-tech-research-group-names-six-ai-code-generation-solutions-as-champ-mu4imu36,https://www.tradeflock.net/news/info-tech-research-group-names-six-ai-code-generation-solutions-as-champ,content_key_suffix,OK,yes
43fd4d5f-b6d4-4f44-bcb4-4b4b6db41674,inside-coca-cola-s-innovation-labs-automating-dirty-sodas-and-refreshers-mu1b0yx9,inside-coca-cola-s-innovation-labs-automating-dirty-sodas-and-refreshers,https://www.tradeflock.net/news/inside-coca-cola-s-innovation-labs-automating-dirty-sodas-and-refreshers-mu1b0yx9,https://www.tradeflock.net/news/inside-coca-cola-s-innovation-labs-automating-dirty-sodas-and-refreshers,content_key_suffix,OK,yes
fc5af354-f791-4b85-bf95-ae5b6a76274a,intel-and-sk-hynix-shares-rise-on-report-of-u-s-memory-chip-manufacturin-mu41nsr1,intel-and-sk-hynix-shares-rise-on-report-of-u-s-memory-chip-manufacturin,https://www.tradeflock.net/news/intel-and-sk-hynix-shares-rise-on-report-of-u-s-memory-chip-manufacturin-mu41nsr1,https://www.tradeflock.net/news/intel-and-sk-hynix-shares-rise-on-report-of-u-s-memory-chip-manufacturin,content_key_suffix,OK,yes
f1c65585-abce-4d4a-8ef0-66f2a44df149,intel-s-18a-customers-want-process-data-not-slogans-befo-dp30ri,intel-s-18a-customers-want-process-data-not-slogans-befo,https://www.tradeflock.net/news/intel-s-18a-customers-want-process-data-not-slogans-befo-dp30ri,https://www.tradeflock.net/news/intel-s-18a-customers-want-process-data-not-slogans-befo,content_key_suffix,OK,yes
4b3321f2-0a7c-4a2b-b311-04f232930975,inventhelp-inventor-develops-new-bucket-and-scoop-for-sweeping-debris-mu47q62w,inventhelp-inventor-develops-new-bucket-and-scoop-for-sweeping-debris,https://www.tradeflock.net/news/inventhelp-inventor-develops-new-bucket-and-scoop-for-sweeping-debris-mu47q62w,https://www.tradeflock.net/news/inventhelp-inventor-develops-new-bucket-and-scoop-for-sweeping-debris,content_key_suffix,OK,yes
ca4c4424-d537-49cc-9e6c-1309e4ce86a5,inventhelp-inventor-develops-solo-drywall-hanging-device-targeting-labor-mu1kxy2r,inventhelp-inventor-develops-solo-drywall-hanging-device-targeting-labor,https://www.tradeflock.net/news/inventhelp-inventor-develops-solo-drywall-hanging-device-targeting-labor-mu1kxy2r,https://www.tradeflock.net/news/inventhelp-inventor-develops-solo-drywall-hanging-device-targeting-labor,content_key_suffix,OK,yes
a33b57b8-4550-4785-90fb-e27d297c8dd7,inventhelp-showcases-quincy-inventor-s-shower-pik-oral-hygiene-device-un-mu30vol8,inventhelp-showcases-quincy-inventor-s-shower-pik-oral-hygiene-device-un,https://www.tradeflock.net/news/inventhelp-showcases-quincy-inventor-s-shower-pik-oral-hygiene-device-un-mu30vol8,https://www.tradeflock.net/news/inventhelp-showcases-quincy-inventor-s-shower-pik-oral-hygiene-device-un,content_key_suffix,OK,yes
5bb0b5a2-0a4c-4625-95c9-95f51667f0df,investar-holding-corporation-declares-quarterly-common-and-preferred-sto-mu4oo2be,investar-holding-corporation-declares-quarterly-common-and-preferred-sto,https://www.tradeflock.net/news/investar-holding-corporation-declares-quarterly-common-and-preferred-sto-mu4oo2be,https://www.tradeflock.net/news/investar-holding-corporation-declares-quarterly-common-and-preferred-sto,content_key_suffix,OK,yes
c06ffb22-0e6a-4fb3-a62f-ff2af8e5493a,investment-grade-spreads-stay-tight-even-as-issuance-flo-vnbi8f,investment-grade-spreads-stay-tight-even-as-issuance-flo,https://www.tradeflock.net/news/investment-grade-spreads-stay-tight-even-as-issuance-flo-vnbi8f,https://www.tradeflock.net/news/investment-grade-spreads-stay-tight-even-as-issuance-flo,content_key_suffix,OK,yes
19115f0f-bd3f-41ad-ad2b-3f087c0b4777,iran-s-labor-market-collapses-under-war-and-tightened-u-s-sanctions-mtxh80xc,iran-s-labor-market-collapses-under-war-and-tightened-u-s-sanctions,https://www.tradeflock.net/news/iran-s-labor-market-collapses-under-war-and-tightened-u-s-sanctions-mtxh80xc,https://www.tradeflock.net/news/iran-s-labor-market-collapses-under-war-and-tightened-u-s-sanctions,content_key_suffix,OK,yes
fdaef094-0995-4340-affa-0a3c66cff9fc,italian-startup-exein-hits-1-7b-valuation-with-270m-funding-round-led-by-mu2nmbuf,italian-startup-exein-hits-1-7b-valuation-with-270m-funding-round-led-by,https://www.tradeflock.net/news/italian-startup-exein-hits-1-7b-valuation-with-270m-funding-round-led-by-mu2nmbuf,https://www.tradeflock.net/news/italian-startup-exein-hits-1-7b-valuation-with-270m-funding-round-led-by,content_key_suffix,OK,yes
ca675394-c227-4fbe-be5a-ab87245b1481,japan-s-foreign-reserves-drop-by-record-80-billion-in-august-following-y-mtx8qkhj,japan-s-foreign-reserves-drop-by-record-80-billion-in-august-following-y,https://www.tradeflock.net/news/japan-s-foreign-reserves-drop-by-record-80-billion-in-august-following-y-mtx8qkhj,https://www.tradeflock.net/news/japan-s-foreign-reserves-drop-by-record-80-billion-in-august-following-y,content_key_suffix,OK,yes
16014057-57e4-4118-bc0d-fc31907fdb6e,jared-kushner-mixes-u-s-diplomacy-with-billion-dollar-private-business-d-mu4be3fw,jared-kushner-mixes-u-s-diplomacy-with-billion-dollar-private-business-d,https://www.tradeflock.net/news/jared-kushner-mixes-u-s-diplomacy-with-billion-dollar-private-business-d-mu4be3fw,https://www.tradeflock.net/news/jared-kushner-mixes-u-s-diplomacy-with-billion-dollar-private-business-d,content_key_suffix,OK,yes
1da1ec3a-4814-41ca-a0d5-6ccc4c9f2d10,jim-cramer-highlights-jarring-gulf-between-retail-stock-prices-and-consu-mu1fx38v,jim-cramer-highlights-jarring-gulf-between-retail-stock-prices-and-consu,https://www.tradeflock.net/news/jim-cramer-highlights-jarring-gulf-between-retail-stock-prices-and-consu-mu1fx38v,https://www.tradeflock.net/news/jim-cramer-highlights-jarring-gulf-between-retail-stock-prices-and-consu,content_key_suffix,OK,yes
